fold,scheme,false_positive_rate,true_positive_rate
B_to_A,scalp,0.06741573033707865,0.0
B_to_A,scalp,0.06741573033707865,0.013513513513513514
B_to_A,scalp,0.10112359550561797,0.013513513513513514
B_to_A,scalp,0.10112359550561797,0.02702702702702703
B_to_A,scalp,0.12359550561797752,0.02702702702702703
B_to_A,scalp,0.12359550561797752,0.06756756756756757
B_to_A,scalp,0.1348314606741573,0.06756756756756757
B_to_A,scalp,0.1348314606741573,0.08108108108108109
B_to_A,scalp,0.14606741573033707,0.08108108108108109
B_to_A,scalp,0.14606741573033707,0.0945945945945946
B_to_A,scalp,0.16853932584269662,0.0945945945945946
B_to_A,scalp,0.16853932584269662,0.10810810810810811
B_to_A,scalp,0.19101123595505617,0.10810810810810811
B_to_A,scalp,0.19101123595505617,0.12162162162162163
B_to_A,scalp,0.20224719101123595,0.12162162162162163
B_to_A,scalp,0.20224719101123595,0.13513513513513514
B_to_A,scalp,0.21348314606741572,0.13513513513513514
B_to_A,scalp,0.21348314606741572,0.14864864864864866
B_to_A,scalp,0.2247191011235955,0.14864864864864866
B_to_A,scalp,0.2247191011235955,0.17567567567567569
B_to_A,scalp,0.23595505617977527,0.17567567567567569
B_to_A,scalp,0.23595505617977527,0.24324324324324326
B_to_A,scalp,0.25842696629213485,0.24324324324324326
B_to_A,scalp,0.25842696629213485,0.25675675675675674
B_to_A,scalp,0.2808988764044944,0.25675675675675674
B_to_A,scalp,0.2808988764044944,0.2702702702702703
B_to_A,scalp,0.3258426966292135,0.2702702702702703
B_to_A,scalp,0.3258426966292135,0.3108108108108108
B_to_A,scalp,0.33707865168539325,0.3108108108108108
B_to_A,scalp,0.33707865168539325,0.36486486486486486
B_to_A,scalp,0.3595505617977528,0.36486486486486486
B_to_A,scalp,0.3595505617977528,0.3783783783783784
B_to_A,scalp,0.38202247191011235,0.3783783783783784
B_to_A,scalp,0.38202247191011235,0.3918918918918919
B_to_A,scalp,0.39325842696629215,0.3918918918918919
B_to_A,scalp,0.39325842696629215,0.40540540540540543
B_to_A,scalp,0.42696629213483145,0.40540540540540543
B_to_A,scalp,0.42696629213483145,0.4189189189189189
B_to_A,scalp,0.4606741573033708,0.4189189189189189
B_to_A,scalp,0.4606741573033708,0.43243243243243246
B_to_A,scalp,0.47191011235955055,0.43243243243243246
B_to_A,scalp,0.47191011235955055,0.44594594594594594
B_to_A,scalp,0.5056179775280899,0.44594594594594594
B_to_A,scalp,0.5056179775280899,0.4594594594594595
B_to_A,scalp,0.5168539325842697,0.4594594594594595
B_to_A,scalp,0.5168539325842697,0.47297297297297297
B_to_A,scalp,0.5280898876404494,0.47297297297297297
B_to_A,scalp,0.5280898876404494,0.4864864864864865
B_to_A,scalp,0.5393258426966292,0.4864864864864865
B_to_A,scalp,0.5393258426966292,0.5
B_to_A,scalp,0.5730337078651685,0.5
B_to_A,scalp,0.5730337078651685,0.5540540540540541
B_to_A,scalp,0.5842696629213483,0.5540540540540541
B_to_A,scalp,0.5842696629213483,0.5675675675675675
B_to_A,scalp,0.6067415730337079,0.5675675675675675
B_to_A,scalp,0.6067415730337079,0.6351351351351351
B_to_A,scalp,0.651685393258427,0.6351351351351351
