scheme,alpha,size,family,parameter,balanced_accuracy,accuracy,auc,score_std
source,0.001,6,lda,0.5,0.5123190943043884,0.5217395387273683,0.531201855742297,0.04916436459525625
source,0.001,6,lda,0.9,0.4960244514472456,0.5112125309894073,0.5372023809523809,0.07636522563738148
source,0.001,12,logistic,0.01,0.5340715452847806,0.5358068514762226,0.5199652777777778,0.0680188014914283
source,0.001,12,logistic,0.1,0.5502538515406162,0.5536868003906543,0.5218983426704016,0.058188876693019045
source,0.001,12,logistic,1.0,0.5053513071895425,0.5057659078957253,0.49180234593837535,0.02433173330776454
source,0.001,12,logistic,10.0,0.520108251633987,0.5204717902486665,0.48070874183006534,0.048431663519375466
source,0.001,12,svm,0.01,0.5429009103641457,0.544427541131395,0.5239568744164332,0.07266099027068491
source,0.001,12,svm,0.1,0.4979983660130719,0.4965066486364661,0.4950411414565826,0.034663733899595046
source,0.001,12,svm,1.0,0.5127553104575163,0.5124802794681091,0.4875291783380019,0.055702744359668155
source,0.001,12,svm,10.0,0.5127553104575163,0.5124802794681091,0.48205532212885155,0.055702744359668155
source,0.001,12,lda,0.1,0.5310209500466854,0.5303602283825408,0.4978933239962651,0.03403532660397333
source,0.001,12,lda,0.5,0.5518294817927171,0.5517804823078657,0.5263101073762839,0.08135024977160317
source,0.001,12,lda,0.9,0.5217582866479926,0.5191946510404928,0.5165368230625584,0.08158541830553817
combined,0.001,8,logistic,0.01,0.4857843137254902,0.48660881977312,0.4894155578898226,0.07578247467519758
combined,0.001,8,logistic,0.1,0.4886612978524743,0.49269401247088873,0.5108981092436975,0.08093786872899486
combined,0.001,8,logistic,1.0,0.5056999883286648,0.5093062129066186,0.4991961367880486,0.06829094064852262
combined,0.001,8,logistic,10.0,0.5181999883286648,0.5185654721658779,0.5082749766573296,0.05145553975567341
combined,0.001,8,svm,0.01,0.49758986928104576,0.5000469536473593,0.5106500933706816,0.08986189066463539
combined,0.001,8,svm,0.1,0.4973666549953315,0.5006855232514462,0.49742792950513537,0.07410382704706892
combined,0.001,8,svm,1.0,0.5098666549953315,0.5099447825107054,0.5076549369747899,0.06126316150581298
combined,0.001,8,svm,10.0,0.5187952264239029,0.5172977236871761,0.5129420518207284,0.06721163783541935
combined,0.001,8,lda,0.1,0.5068160597572362,0.5105739613853204,0.4972324346405229,0.05597994811681307
combined,0.001,8,lda,0.5,0.49758986928104576,0.5000469536473593,0.5051543534080298,0.08986189066463539
combined,0.001,8,lda,0.9,0.4788398692810457,0.4792558785966494,0.4873993347338935,0.0753168722992193
combined,0.001,12,logistic,0.01,0.4897642390289449,0.4958680790323793,0.4934232026143791,0.06738220352223784
combined,0.001,12,logistic,0.1,0.4960142390289449,0.5032210202088498,0.5096755368814192,0.06391810638706943
combined,0.001,12,logistic,1.0,0.5177287581699346,0.517926902561791,0.49158496732026147,0.07117752839560379
combined,0.001,12,logistic,10.0,0.49602736928104574,0.4958680790323792,0.46610936041083095,0.07980288955150149
combined,0.001,12,svm,0.01,0.4960142390289449,0.5032210202088498,0.5123789098972923,0.06391810638706943
combined,0.001,12,svm,0.1,0.5004668534080299,0.501953271730148,0.49130485527544354,0.059407458463617106
